0.315494,0.278652,0.247455,0.222071,0.202486,0.188537,0.179948,0.176384,0.177504,0.183004,0.192655,0.206304,0.223865,0.24527,0.270411,0.299057,0.330785,0.364917,0.40049,0.436267,0.470797,0.50252,0.529901,0.551595,0.566599,0.57438,0.574961,0.568939,0.557435,0.541982,0.524355,0.506376,0.489707,0.47567,0.465107,0.458307,0.454993,0.45439,0.455336,0.456445,0.456278,0.453514,0.447092,0.436309,0.420875,0.400908,0.376889,0.349585,0.319943,0.288992,0.257746,0.227124,0.197903,0.170689,0.145913,0.123849,0.104641,0.0883369,0.0749272,0.064376,0.0566506,0.0517447,0.0496954,0.0505964,0.054607,0.0619588,0.0729594,0.0879934,0.10752,0.132066,0.16221,0.198558,0.241713,0.292227,0.350543,0.416936,0.491433,0.573747,0.663209,0.758718,0.858714,0.961182,1.0637,1.16354,1.25775,1.3434,1.41771,1.47826,1.52323,1.55148,1.56271,1.55748,1.53715,1.5038,1.46004,1.40875,1.35289,1.29522,1.23811,1.18338
0.319428,0.282273,0.250797,0.225171,0.205389,0.191288,0.182594,0.17897,0.180073,0.185598,0.195307,0.209045,0.226717,0.248246,0.273513,0.302275,0.334095,0.36828,0.403853,0.439569,0.473972,0.5055,0.532629,0.554027,0.568714,0.576183,0.576487,0.570247,0.558609,0.543118,0.525554,0.507732,0.491295,0.477539,0.467275,0.460754,0.457669,0.457214,0.458211,0.459264,0.458936,0.455918,0.449169,0.438013,0.422186,0.401833,0.377458,0.349843,0.319948,0.288805,0.257427,0.226729,0.19748,0.170277,0.145546,0.123554,0.104442,0.0882573,0.0749918,0.0646134,0.0570949,0.0524365,0.0506832,0.0519374,0.0563675,0.0642148,0.0757966,0.0915072,0.111815,0.137252,0.168403,0.205872,0.250256,0.30209,0.361794,0.429605,0.505501,0.589135,0.679769,0.776223,0.876861,0.979595,1.08194,1.18113,1.2742,1.35824,1.4305,1.48868,1.53104,1.5566,1.56518,1.5575,1.53505,1.49999,1.45499,1.40295,1.34681,1.28926,1.23258,1.17849
0.326042,0.288368,0.256424,0.230396,0.210283,0.195928,0.187057,0.183332,0.184406,0.189968,0.199774,0.213657,0.231511,0.253243,0.278716,0.307666,0.339632,0.373897,0.409465,0.445072,0.479255,0.510453,0.537158,0.558063,0.572225,0.579183,0.579033,0.572445,0.560596,0.545057,0.527611,0.510059,0.494016,0.480731,0.47096,0.464897,0.462179,0.461957,0.463022,0.463963,0.463351,0.459898,0.452597,0.440815,0.424333,0.40334,0.378376,0.350251,0.319942,0.288487,0.256896,0.226077,0.196786,0.169608,0.144956,0.123089,0.104143,0.0881654,0.0751498,0.0650713,0.0579119,0.0536834,0.0524439,0.05431,0.0594658,0.0681682,0.0807509,0.0976236,0.119268,0.146229,0.179094,0.218465,0.264925,0.318979,0.381003,0.451166,0.529364,0.615143,0.707646,0.805568,0.907141,1.01016,1.11206,1.20999,1.30099,1.38218,1.45093,1.50507,1.54307,1.56417,1.56844,1.55681,1.53097,1.49325,1.44638,1.39328,1.33682,1.27959,1.2237,1.17069
0.335444,0.29704,0.264442,0.237847,0.217268,0.202553,0.19343,0.18956,0.19059,0.196201,0.206138,0.22022,0.238323,0.260333,0.286085,0.315287,0.347443,0.381807,0.41735,0.452789,0.486648,0.517375,0.543478,0.563693,0.577126,0.58338,0.582617,0.575566,0.563452,0.547874,0.53062,0.513469,0.49799,0.485368,0.47628,0.47084,0.468611,0.468683,0.469806,0.470558,0.469517,0.465428,0.457336,0.444667,0.427266,0.405382,0.379604,0.35078,0.319906,0.28803,0.256156,0.22518,0.195842,0.168709,0.144178,0.122498,0.103798,0.088127,0.0754832,0.0658517,0.0592281,0.0556406,0.0551661,0.0579413,0.0641718,0.0741368,0.0881918,0.106768,0.130365,0.15954,0.194884,0.236991,0.286416,0.343619,0.408902,0.482333,0.56368,0.652339,0.747279,0.847017,0.949611,1.0527,1.1536,1.24941,1.33718,1.41409,1.47769,1.52605,1.55791,1.57285,1.57127,1.5544,1.52418,1.48312,1.43401,1.37978,1.32318,1.26661,1.21195,1.16048
0.347795,0.308452,0.275006,0.247678,0.226493,0.211307,0.201854,0.19779,0.198757,0.204425,0.214523,0.228854,0.247267,0.269622,0.295719,0.325225,0.357605,0.392069,0.427553,0.462748,0.496167,0.526266,0.551585,0.57091,0.583418,0.588791,0.587275,0.579672,0.567267,0.551688,0.534725,0.518125,0.503393,0.491626,0.483402,0.478733,0.477087,0.477481,0.47862,0.479067,0.477421,0.472472,0.463331,0.449505,0.430921,0.407899,0.381093,0.351391,0.319816,0.287423,0.25521,0.224054,0.194675,0.167618,0.143262,0.121844,0.103489,0.0882455,0.0761217,0.067116,0.0612427,0.0585518,0.0591444,0.0631835,0.0709022,0.0826077,0.0986833,0.119585,0.145834,0.177996,0.216664,0.262409,0.315743,0.377051,0.446524,0.524091,0.60934,0.701459,0.799195,0.900834,1.00422,1.10682,1.20583,1.2983,1.38133,1.45228,1.50893,1.54968,1.57367,1.58089,1.57217,1.54908,1.51385,1.46914,1.41781,1.36269,1.30636,1.25094,1.19801,1.14849
0.363315,0.322819,0.288331,0.260096,0.238159,0.222388,0.212519,0.208208,0.209088,0.214814,0.2251,0.239721,0.2585,0.281258,0.307752,0.337602,0.37022,0.404767,0.440137,0.474992,0.507836,0.537139,0.561483,0.579722,0.591118,0.595452,0.593068,0.584859,0.572171,0.556666,0.540125,0.524248,0.510455,0.499737,0.492545,0.488766,0.487761,0.488462,0.489528,0.489513,0.487047,0.480982,0.470516,0.455253,0.435217,0.410819,0.382781,0.352041,0.319648,0.286661,0.254067,0.222724,0.193325,0.166392,0.142285,0.121227,0.103339,0.088677,0.0772603,0.0691063,0.064253,0.0627776,0.0648113,0.0705496,0.0802585,0.094279,0.113026,0.136983,0.166689,0.202719,0.245648,0.296011,0.354244,0.42062,0.495178,0.577645,0.667375,0.763292,0.863864,0.967107,1.07063,1.17172,1.26748,1.35498,1.43145,1.49449,1.54224,1.57356,1.58809,1.58632,1.56954,1.5397,1.4993,1.4511,1.39796,1.34251,1.28706,1.23338,1.18264,1.13539
0.382281,0.340419,0.304689,0.27537,0.252529,0.23605,0.225673,0.221054,0.221814,0.227594,0.238085,0.253032,0.272221,0.295427,0.322356,0.352569,0.385419,0.420008,0.455185,0.48958,0.521694,0.550019,0.573194,0.590153,0.600265,0.603427,0.600099,0.591269,0.578353,0.563037,0.547082,0.532122,0.519472,0.509986,0.503969,0.501165,0.500809,0.501749,0.502598,0.501912,0.498366,0.490896,0.478806,0.461815,0.440064,0.41406,0.384605,0.352687,0.319378,0.285741,0.252748,0.221231,0.191856,0.165118,0.141357,0.120789,0.103533,0.0896532,0.0791877,0.0721778,0.0686907,0.0688367,0.072783,0.0807627,0.0930803,0.110114,0.132313,0.160186,0.194286,0.23518,0.283407,0.339432,0.403575,0.475946,0.556367,0.644306,0.738813,0.838492,0.941488,1.04552,1.14797,1.24598,1.33662,1.41707,1.48481,1.53781,1.57473,1.59497,1.59876,1.58716,1.56193,1.52539,1.48021,1.42919,1.37502,1.32007,1.26624,1.21486,1.16664,1.12174
0.40504,0.361594,0.32442,0.293833,0.269928,0.252609,0.241624,0.236626,0.237226,0.243047,0.25375,0.269046,0.288675,0.312359,0.339742,0.370315,0.403363,0.437926,0.472801,0.506592,0.5378,0.564953,0.586759,0.602255,0.610935,0.612829,0.608522,0.599108,0.586065,0.571098,0.555929,0.542102,0.530799,0.522713,0.51798,0.516182,0.516425,0.517469,0.51789,0.516264,0.511332,0.502133,0.488099,0.469086,0.445359,0.417536,0.386498,0.353285,0.318991,0.284674,0.251288,0.219639,0.19036,0.163921,0.140648,0.120747,0.104344,0.0915168,0.0823269,0.0768455,0.0751747,0.0774637,0.0839209,0.0948218,0.110513,0.131412,0.157999,0.190802,0.230372,0.277242,0.331884,0.394642,0.465663,0.544825,0.631662,0.725308,0.824449,0.927317,1.03171,1.13507,1.23458,1.32732,1.41045,1.48139,1.53803,1.57888,1.6032,1.61108,1.60341,1.58178,1.5484,1.50585,1.45687,1.40412,1.35002,1.2965,1.24498,1.19628,1.15062,1.10777
0.432006,0.386763,0.347938,0.315892,0.290757,0.272457,0.260752,0.255294,0.255682,0.261517,0.272427,0.288081,0.308163,0.332334,0.360162,0.391064,0.424247,0.458682,0.493117,0.526132,0.556237,0.582014,0.602257,0.616125,0.623256,0.623828,0.618563,0.608657,0.595647,0.581235,0.567082,0.554615,0.544855,0.538306,0.534913,0.534089,0.534804,0.535739,0.53545,0.532551,0.525875,0.514591,0.498278,0.476943,0.450992,0.421157,0.388398,0.353802,0.318482,0.283489,0.249753,0.218048,0.188981,0.162998,0.140411,0.121427,0.106181,0.0947736,0.0872938,0.083849,0.0845815,0.0896844,0.0994115,0.114084,0.134092,0.159888,0.191975,0.230881,0.277128,0.331177,0.393374,0.463878,0.542584,0.629057,0.722462,0.821524,0.924516,1.02928,1.13328,1.23373,1.32772,1.41241,1.48522,1.544,1.5872,1.61404,1.62452,1.61943,1.60031,1.56927,1.5288,1.48159,1.43027,1.37719,1.32431,1.27306,1.22426,1.17822,1.13471,1.09316
0.463672,0.41642,0.375738,0.34204,0.315498,0.296065,0.283517,0.277505,0.277616,0.283423,0.294518,0.310517,0.331044,0.355682,0.38392,0.415086,0.448304,0.482475,0.516297,0.548336,0.577127,0.601318,0.619815,0.631919,0.637428,0.636681,0.630539,0.620297,0.607534,0.593927,0.581046,0.570166,0.562118,0.557193,0.555129,0.55516,0.556131,0.556655,0.555292,0.550723,0.541898,0.528142,0.509203,0.485255,0.45685,0.424835,0.390248,0.354221,0.317875,0.282251,0.248253,0.216625,0.187948,0.162651,0.141037,0.123321,0.109655,0.100165,0.0949775,0.0942387,0.0981364,0.106911,0.120864,0.140362,0.165833,0.197754,0.23663,0.282957,0.337178,0.39962,0.470426,0.54948,0.636333,0.730143,0.829627,0.933053,1.03826,1.14271,1.24364,1.33815,1.42341,1.49686,1.55638,1.60045,1.62829,1.63991,1.63611,1.61838,1.58879,1.5498,1.50402,1.454,1.40203,1.35001,1.29931,1.25074,1.20457,1.16062,1.1183,1.07681
0.500615,0.451153,0.40841,0.372862,0.34473,0.324004,0.310476,0.3038,0.303549,0.309268,0.320502,0.336811,0.357744,0.382801,0.411375,0.442701,0.475814,0.509544,0.542548,0.573388,0.60064,0.623043,0.639634,0.649877,0.653747,0.651749,0.644883,0.634528,0.62228,0.609761,0.598414,0.58933,0.583115,0.579829,0.578991,0.579659,0.580564,0.580277,0.577393,0.57069,0.559269,0.542633,0.52072,0.493882,0.46282,0.428493,0.392016,0.354554,0.317235,0.281084,0.24698,0.215642,0.187627,0.163353,0.143125,0.127171,0.115666,0.108769,0.106645,0.109486,0.117527,0.131056,0.15042,0.176025,0.208323,0.247788,0.294888,0.350032,0.413509,0.485422,0.56561,0.653575,0.748422,0.848818,0.95298,1.05871,1.16344,1.26441,1.35871,1.44358,1.5165,1.57543,1.61895,1.64636,1.65776,1.654,1.6366,1.60765,1.56954,1.52481,1.47594,1.4251,1.37407,1.32412,1.27597,1.22985,1.18553,1.14244,1.09981,1.05675
0.543508,0.491649,0.446648,0.409053,0.379145,0.356952,0.342293,0.334825,0.334108,0.339652,0.350955,0.367507,0.388773,0.414158,0.442953,0.47429,0.507114,0.540189,0.572139,0.601537,0.627026,0.647454,0.662015,0.670355,0.672635,0.669531,0.662167,0.651984,0.640564,0.629435,0.619872,0.612746,0.608412,0.606678,0.606846,0.60781,0.608211,0.606612,0.601676,0.592317,0.577817,0.557885,0.532661,0.502682,0.468799,0.43208,0.393706,0.354871,0.316706,0.280219,0.246268,0.215547,0.1886,0.165843,0.147589,0.134082,0.125529,0.122124,0.124074,0.131617,0.145032,0.164655,0.190867,0.224093,0.264777,0.313345,0.370158,0.43545,0.509255,0.591334,0.681101,0.777567,0.879302,0.984436,1.09069,1.19547,1.29596,1.38931,1.4728,1.54403,1.60109,1.64271,1.66835,1.67827,1.67342,1.65542,1.62636,1.58861,1.54463,1.49676,1.44702,1.39704,1.34793,1.30029,1.25425,1.20952,1.16554,1.12153,1.07668,1.03021
0.593128,0.538708,0.491267,0.451434,0.419558,0.395718,0.379761,0.371353,0.37004,0.375296,0.386562,0.403251,0.424735,0.450312,0.479163,0.510314,0.542621,0.574788,0.605421,0.633127,0.656636,0.674935,0.687395,0.693858,0.694677,0.690691,0.683126,0.673453,0.6632,0.653753,0.646181,0.641096,0.638579,0.638184,0.639001,0.639783,0.639117,0.635599,0.628003,0.615418,0.597338,0.573697,0.544853,0.511527,0.474717,0.435595,0.395398,0.355348,0.316573,0.28007,0.246675,0.21707,0.191792,0.171258,0.155796,0.145673,0.141126,0.142386,0.149702,0.163352,0.183657,0.210981,0.245717,0.28827,0.339015,0.398248,0.466123,0.542577,0.627255,0.719444,0.818017,0.921408,1.02762,1.13428,1.23872,1.33812,1.42966,1.51073,1.57908,1.63299,1.67144,1.69409,1.70141,1.69453,1.67515,1.6454,1.60762,1.56414,1.51715,1.46848,1.41954,1.37125,1.32406,1.27796,1.23263,1.18745,1.14172,1.09466,1.04561,0.994038
