413.5,108415.0,111427.2,160958.3
412.1,107805.4,102917.2,148405.3
414.0,110122.8,116670.5,142845.6
417.1,110340.1,115651.8,151807.1
413.7,109066.9,120844.3,150109.3
24653.3,125296.6,165646.4,241456.7
24657.0,148274.1,183357.6,233666.0
24179.9,160317.4,181801.1,198039.1
24706.0,152693.7,171312.6,222460.3
24543.3,163242.2,214131.7,225955.8
1058499.4,1151095.4,1165084.4,1159715.4
1240459.6,1238170.9,1263027.6,1236649.8
1268598.6,1313285.0,1347567.6,1333288.7
1231355.3,1240459.6,1256720.3,1263027.6
1151095.4,1143251.5,1165084.4,1194107.9
